date,killed,injured,location
"July 28, 2016",2,2,"Chicago ,  Illinois"
"July 25, 2016",2,19,"Fort Myers ,  Florida"
"July 24, 2016",1,7,"Hamilton ,  Ohio"
"July 23, 2016",0,4,"North Charleston ,  South Carolina"
"July 23, 2016",0,4,"Brooklyn ,  New York"
"July 23, 2016",2,2,"Cincinnati ,  Ohio"
"July 23, 2016",4,1,"Bastrop ,  Texas"
"July 22, 2016",0,5,"Kankakee ,  Illinois"
"July 21, 2016",0,5,"Chicago ,  Illinois"
"July 20, 2016",0,4,"Fresno ,  California"
"July 19, 2016",0,4,"West Memphis ,  Arkansas"
"July 17, 2016",4,3,"Baton Rouge ,  Louisiana"
"July 17, 2016",1,3,"Houston ,  Texas"
"July 17, 2016",0,4,"Detroit ,  Michigan"
"July 16, 2016",0,5,"Dallas ,  Texas"
"July 16, 2016",0,5,"Cleveland ,  Ohio"
"July 16, 2016",0,4,"San Bernardino ,  California"
"July 16, 2016",1,14,"Bakersfield ,  California"
"July 16, 2016",0,6,"Clarksville ,  Tennessee"
"July 15, 2016",3,1,"Woodland ,  Washington"
"July 14, 2016",3,1,"Crosby ,  Texas"
"July 14, 2016",0,4,"Oakland ,  California"
"July 14, 2016",1,3,"Akron ,  Ohio"
"July 13, 2016",0,5,"Warner Robins ,  Georgia"
"July 13, 2016",2,2,"Saint Louis ,  Missouri"
"July 11, 2016",0,5,"Baltimore ,  Maryland"
"July 11, 2016",0,4,"Jackson ,  Michigan"
"July 11, 2016",3,2,"Saint Joseph ,  Michigan"
"July 11, 2016",0,4,"Washington ,  District of Columbia"
"July 7, 2016",1,4,"Bristol ,  Tennessee"
"July 7, 2016",5,9,"Dallas ,  Texas"
"July 7, 2016",0,4,"Baton Rouge ,  Louisiana"
"July 5, 2016",0,4,"Los Angeles ,  California"
"July 4, 2016",0,4,"Pittsburgh ,  Pennsylvania"
"July 4, 2016",0,4,"Chicago (Englewood) ,  Illinois"
"July 4, 2016",0,7,"Brooklyn ,  New York"
"July 4, 2016",0,4,"Cleveland ,  Ohio"
"July 4, 2016",3,2,"Houston ,  Texas"
"July 4, 2016",2,6,"Phoenix ,  Arizona"
"July 3, 2016",2,3,"Monroe ,  Louisiana"
"July 3, 2016",0,4,"Chattanooga ,  Tennessee"
"June 30, 2016",1,4,"Chicago ,  Illinois"
"June 29, 2016",5,0,"Las Vegas ,  Nevada"
"June 28, 2016",1,3,"Los Angeles ,  California"
"June 28, 2016",0,4,"Chicago ,  Illinois"
"June 27, 2016",3,1,"Woodburn ,  Oregon"
"June 26, 2016",0,4,"Bennettsville ,  South Carolina"
"June 26, 2016",1,4,"Atlanta ,  Georgia"
"June 26, 2016",1,3,"Houston ,  Texas"
"June 26, 2016",0,4,"Corpus Christi ,  Texas"
"June 26, 2016",0,5,"Charlotte ,  North Carolina"
"June 25, 2016",2,5,"Fort Worth ,  Texas"
"June 25, 2016",0,4,"Norfolk ,  Virginia"
"June 25, 2016",0,4,"Chicago ,  Illinois"
"June 24, 2016",0,4,"Kansas City ,  Kansas"
"June 24, 2016",0,5,"Hartford ,  Connecticut"
"June 24, 2016",3,2,"District Heights ,  Maryland"
"June 22, 2016",3,1,"Olympia ,  Washington"
"June 22, 2016",1,4,"Dekalb (county) ,  Georgia"
"June 22, 2016",0,4,"Chicago ,  Illinois"
"June 21, 2016",0,4,"Willingboro ,  New Jersey"
"June 21, 2016",2,2,"Louisville ,  Kentucky"
"June 19, 2016",0,4,"Roanoke ,  Virginia"
"June 18, 2016",1,3,"Exmore ,  Virginia"
"June 18, 2016",2,2,"Waycross ,  Georgia"
"June 18, 2016",0,4,"Chicago ,  Illinois"
"June 14, 2016",0,4,"Wilmington ,  Delaware"
"June 14, 2016",1,3,"Oakland ,  California"
"June 13, 2016",0,4,"Fresno ,  California"
"June 13, 2016",0,5,"Brooklyn ,  New York"
"June 13, 2016",0,5,"Chicago ,  Illinois"
"June 12, 2016",50,53,"Orlando ,  Florida"
"June 11, 2016",5,0,"Roswell ,  New Mexico"
"June 11, 2016",0,4,"Webster ,  Minnesota"
"June 11, 2016",1,3,"Stockton ,  California"
"June 11, 2016",3,2,"Panorama City ,  California"
"June 11, 2016",1,3,"Charlotte ,  North Carolina"
"June 9, 2016",0,4,"Fort Walton Beach ,  Florida"
"June 8, 2016",0,4,"Washington ,  District of Columbia"
"June 8, 2016",1,3,"Boston ,  Massachusetts"
"June 6, 2016",0,4,"Visalia ,  California"
"June 5, 2016",0,4,"Minneapolis ,  Minnesota"
"June 5, 2016",3,3,"Cape Coral ,  Florida"
"June 5, 2016",2,4,"Phoenix ,  Arizona"
"June 5, 2016",0,4,"Brooklyn ,  New York"
"June 4, 2016",3,1,"Denver ,  Colorado"
"May 31, 2016",0,4,"Chicago ,  Illinois"
"May 31, 2016",0,4,"Fort Wayne ,  Indiana"
"May 30, 2016",0,5,"Baltimore ,  Maryland"
"May 30, 2016",0,5,"Sacramento ,  California"
"May 29, 2016",0,4,"Las Vegas ,  Nevada"
"May 29, 2016",0,6,"Trenton ,  New Jersey"
"May 29, 2016",0,4,"Indianapolis ,  Indiana"
"May 29, 2016",2,6,"Houston ,  Texas"
"May 23, 2016",0,5,"Newark ,  New Jersey"
"May 22, 2016",0,4,"New Orleans ,  Louisiana"
"May 22, 2016",1,3,"Stockton ,  California"
"May 22, 2016",0,4,"Nashville ,  Tennessee"
"May 21, 2016",1,3,"Jackson ,  Georgia"
"May 18, 2016",0,4,"Indianapolis ,  Indiana"
"May 17, 2016",3,1,"Ravenel ,  South Carolina"
"May 15, 2016",0,4,"Evansville ,  Indiana"
"May 15, 2016",5,0,"Moultrie ,  Georgia"
"May 14, 2016",0,5,"Atlanta ,  Georgia"
"May 14, 2016",1,3,"Charleston ,  West Virginia"
"May 11, 2016",1,4,"Birmingham ,  Alabama"
"May 11, 2016",0,5,"Chicago ,  Illinois"
"May 8, 2016",1,3,"Austin ,  Texas"
"May 6, 2016",1,4,"Detroit ,  Michigan"
"May 6, 2016",1,3,"Montgomery ,  Alabama"
"May 6, 2016",3,3,"Bethesda ,  Maryland"
"May 5, 2016",2,6,"Shreveport ,  Louisiana"
"May 5, 2016",1,3,"Miami ,  Florida"
"May 4, 2016",1,7,"Minneapolis ,  Minnesota"
"May 1, 2016",0,5,"Murfreesboro ,  Tennessee"
"April 29, 2016",0,4,"Saint Louis (Ferguson) ,  Missouri"
"April 29, 2016",0,5,"Oakland ,  California"
"April 27, 2016",2,2,"Baton Rouge ,  Louisiana"
"April 27, 2016",3,1,"Kilmichael ,  Mississippi"
"April 26, 2016",1,4,"District Heights (Forestville) ,  Maryland"
"April 25, 2016",0,4,"Nashville ,  Tennessee"
"April 25, 2016",0,5,"Miami ,  Florida"
"April 24, 2016",0,5,"Halifax ,  Virginia"
"April 24, 2016",2,3,"Chicago (Englewood) ,  Illinois"
"April 24, 2016",0,4,"Denver ,  Colorado"
"April 23, 2016",1,3,"Las Vegas ,  Nevada"
"April 23, 2016",3,1,"Auburn ,  Alabama"
"April 23, 2016",1,4,"Topeka ,  Kansas"
"April 23, 2016",0,4,"New York (Manhattan) ,  New York"
"April 22, 2016",8,0,"Piketon ,  Ohio"
"April 22, 2016",6,0,"Appling ,  Georgia"
"April 21, 2016",0,4,"Baltimore ,  Maryland"
"April 19, 2016",1,4,"Blountsville ,  Alabama"
"April 19, 2016",1,3,"Chicago ,  Illinois"
"April 19, 2016",1,4,"Chicago ,  Illinois"
"April 18, 2016",1,3,"Long Beach ,  California"
"April 17, 2016",3,1,"Philadelphia ,  Pennsylvania"
"April 17, 2016",1,3,"Pelzer ,  South Carolina"
"April 17, 2016",1,6,"Edinburg ,  Texas"
"April 16, 2016",1,4,"Detroit ,  Michigan"
"April 16, 2016",2,4,"Orlando ,  Florida"
"April 16, 2016",0,4,"Enterprise ,  Alabama"
"April 10, 2016",1,3,"Milwaukee ,  Wisconsin"
"April 10, 2016",0,4,"Los Angeles ,  California"
"April 9, 2016",0,4,"Memphis ,  Tennessee"
"April 9, 2016",0,4,"Anniston ,  Alabama"
"April 9, 2016",0,4,"Albuquerque ,  New Mexico"
"April 7, 2016",0,4,"Chicago ,  Illinois"
"March 31, 2016",0,4,"Chicago (Englewood) ,  Illinois"
"March 25, 2016",0,4,"Chicago ,  Illinois"
"March 25, 2016",0,4,"Denver ,  Colorado"
"March 21, 2016",0,4,"Chicago ,  Illinois"
"March 19, 2016",1,4,"Plantation ,  Florida"
"March 19, 2016",2,2,"Wetumpka ,  Alabama"
"March 15, 2016",0,5,"Atlanta ,  Georgia"
"March 13, 2016",0,4,"Fort Myers ,  Florida"
"March 12, 2016",0,4,"Portland ,  Oregon"
"March 12, 2016",0,4,"Oakland ,  California"
"March 11, 2016",2,2,"Detroit ,  Michigan"
"March 11, 2016",0,5,"Trenton ,  New Jersey"
"March 9, 2016",5,3,"Pittsburgh ,  Pennsylvania"
"March 8, 2016",2,3,"San Antonio ,  Texas"
"March 7, 2016",0,4,"Lafayette ,  Louisiana"
"March 7, 2016",5,0,"Kansas City ,  Kansas"
"March 6, 2016",1,6,"Chelsea ,  Massachusetts"
"March 6, 2016",0,4,"Roswell ,  Georgia"
"March 6, 2016",1,8,"Compton ,  California"
"March 5, 2016",0,4,"Wichita ,  Kansas"
"March 4, 2016",1,3,"Columbus ,  Ohio"
"February 28, 2016",0,5,"Detroit ,  Michigan"
"February 28, 2016",1,3,"Riverside (Jurupa Valley) ,  California"
"February 27, 2016",2,2,"Woodbridge (Lake Ridge) ,  Virginia"
"February 26, 2016",5,0,"Belfair ,  Washington"
"February 25, 2016",4,14,"Hesston ,  Kansas"
"February 23, 2016",5,0,"Glendale ,  Arizona"
"February 23, 2016",0,4,"Daytona Beach ,  Florida"
"February 21, 2016",1,3,"Hazelwood ,  Missouri"
"February 21, 2016",0,5,"Houston ,  Texas"
"February 20, 2016",1,3,"Tampa ,  Florida"
"February 20, 2016",6,2,"Kalamazoo ,  Michigan"
"February 20, 2016",2,3,"Iuka ,  Mississippi"
"February 20, 2016",1,3,"Bessemer ,  Alabama"
"February 20, 2016",0,4,"Orlando ,  Florida"
"February 19, 2016",4,0,"Edgerton ,  Missouri"
"February 19, 2016",1,3,"Vallejo ,  California"
"February 14, 2016",1,3,"Houston ,  Texas"
"February 14, 2016",0,5,"Eutaw (Union) ,  Alabama"
"February 13, 2016",0,4,"Marrero ,  Louisiana"
"February 7, 2016",2,4,"Pass Christian ,  Mississippi"
"February 7, 2016",2,10,"Orlando ,  Florida"
"February 7, 2016",1,7,"Rochester ,  New York"
"February 7, 2016",0,4,"Chicago (Englewood) ,  Illinois"
"February 6, 2016",1,3,"Los Angeles ,  California"
"February 6, 2016",0,4,"Apopka ,  Florida"
"February 6, 2016",2,6,"Tampa ,  Florida"
"February 3, 2016",0,4,"Washington ,  District of Columbia"
"January 30, 2016",3,5,"Glendale ,  Arizona"
"January 27, 2016",6,0,"Chesapeake ,  Virginia"
"January 26, 2016",2,3,"Seattle ,  Washington"
"January 25, 2016",1,4,"Perris ,  California"
"January 23, 2016",2,2,"Los Angeles ,  California"
"January 17, 2016",1,3,"Ware Neck (Gloucester Courthouse) ,  Virginia"
"January 11, 2016",1,4,"Wilmington ,  Delaware"
"January 8, 2016",0,4,"Washington ,  District of Columbia"
"January 8, 2016",1,4,"Chicago ,  Illinois"
"January 7, 2016",1,3,"Memphis ,  Tennessee"
"January 6, 2016",3,1,"Lakeland ,  Florida"
"February 14, 2018",17,15,"Pompano Beach (Parkland) ,  Florida"
"February 13, 2018",2,3,"New Orleans ,  Louisiana"
"February 11, 2018",4,3,"Detroit ,  Michigan"
"February 10, 2018",5,0,"Paintsville ,  Kentucky"
"February 7, 2018",3,3,"Lake Worth (Lantana) ,  Florida"
"February 5, 2018",2,4,"Colorado Springs ,  Colorado"
"February 3, 2018",1,5,"Cleveland (Garfield Heights) ,  Ohio"
"January 31, 2018",0,4,"Saint Louis ,  Missouri"
"January 28, 2018",5,0,"Melcroft ,  Pennsylvania"
"January 28, 2018",4,0,"Reading ,  Pennsylvania"
"January 28, 2018",2,3,"Indianapolis ,  Indiana"
"January 27, 2018",0,5,"Los Angeles ,  California"
"January 27, 2018",0,4,"Bowling Green ,  Kentucky"
"January 25, 2018",0,4,"Washington ,  District of Columbia"
"January 23, 2018",0,4,"Philadelphia ,  Pennsylvania"
"January 23, 2018",2,14,"Benton ,  Kentucky"
"January 21, 2018",0,4,"Orlando ,  Florida"
"January 21, 2018",0,4,"Chicago ,  Illinois"
"January 17, 2018",1,3,"Washington ,  District of Columbia"
"January 16, 2018",1,4,"York ,  South Carolina"
"January 15, 2018",0,5,"Alachua ,  Florida"
"January 14, 2018",1,4,"Eutaw ,  Alabama"
"January 14, 2018",0,4,"Madison ,  Alabama"
"January 12, 2018",3,2,"Nashville ,  Tennessee"
"January 11, 2018",2,2,"Saint Robert (St Robert) ,  Missouri"
"January 7, 2018",1,5,"Union Springs ,  Alabama"
"January 7, 2018",0,4,"Plantation ,  Florida"
"January 5, 2018",0,6,"Hattiesburg ,  Mississippi"
"January 4, 2018",1,3,"Brinkley ,  Arkansas"
"January 1, 2018",1,3,"Huntsville ,  Alabama"
